stdnt_id,schl_id,sample,grade,gender,poverty,race,minority,disabili,foodsecu,ses,kfall_ma,ksprng_m,g1fall_m,g1sprng_,g3Math,kfall_re,ksprng_r,g1fall_r,g1sprn_1,g3Read,schl_typ,s2kminor,pcnt_flu,pcnt_rlu,filter_$,racenew,passmath1,int
8079,7101,2,4,2,1,1,1,2, , ,22.1,19.67, ,37.79,82.5,31.04,36.37, ,61,125.73, , , , , ,1,0,1
5990,7133,2,4,2,2,1,1,1, ,.29, ,37.56, ,66.1,97.14, ,41.47, ,80.75,128.21, , , , ,1,1,0,1
3790,7147,2,4,2,1,2,2,1,2.6, ,19.24,22.05, ,54.6,96.33,32.36,36.19, ,70.63,118.52, , , , , ,2,0,1
2473,7165,2,4,2,2,1,1,2, ,2.06,38.87,47.2, ,84.84,107.14,34.51,49.44, ,69.14,113.02, , , , ,1,1,1,1
6929,7167,1,4,1,2,5,2,2, ,1.26,24.15,30.76,33.53,54.29,96.08,33.04,40,52.91,87.91,138.56, , , , ,1,5,0,1
3759,7171,2,4,2,1,3,2,1, , ,16.41,25.19, ,43.61,76.56,31.72,31.39, ,39.79,91.69, , , , , ,4,0,1
9978,7173,2,4,2,2,4,2,1, ,.26,13.59,37.03, ,64.98,82.2,22.08,43.37, ,91.05,130.39, , , , ,1,4,0,1
854,7218,2,4,2,2,1,1,2, ,.84,25.1,33, ,50.58,90.85,55.62,67.7, ,97.61,115.61, , , , ,1,1,0,1
13452,7289,1,4,2,2,1,1,2, ,1.32,31.71,48.16,53.6,88.89,109.47,38.46,55.89,69.64,97.17,128.05, , , , ,1,1,1,1
8767,7336,1,4,1,1,2,2,1,9.3, ,17.68,17.82, ,45.4,71.17,20.86,32.6, ,40.5,69.28, , , , , ,2,0,1
9174,7347,1,4,1,2,3,1,2, , ,11.76,22.29, ,51.2,81.58,17.5,29.97, ,46.01,87.01, , , , , ,4,0,1
9630,7360,1,4,2,2,3,1,2, , ,8.93,20.69, ,36.2,55.64,19.97,23.78, ,60.33,102.08, , , , , ,4,0,1
351,7377,1,4,1,2,1,1,1, ,.54, , ,23.34,46.21,79.9, , ,36.65,66.34,117.54, , , , ,1,1,0,1
347,7378,2,4,1,2,2,2,2, , ,29.66,40.91,41.21,58.64,103,34.2,52.37,77.4,96.02,127.06, , , , , ,2,1,1
4428,7386,1,4,2,2,1,1,2, ,.4,28.25,47.72, ,76.45,109.99,26.39,49.49, ,76.42,139.02, , , , ,1,1,1,1
5313,7388,2,4,1,2,1,1,2, , , ,31.15, ,63.8,76.65, ,33.51, ,60.21,92.73, , , , , ,1,0,1
4307,7390,2,4,2,2,1,1,1, ,.66,14.94,24.14,35.48,66.21,99.15,17.91,22.78,30.87,44.59,103.53, , , , ,1,1,0,1
4643,7393,1,4,1,1,1,1,1,8.3, ,32.46,66.89, ,98.75,107.65,27.55,32.34, ,71.12,117.3, , , , , ,1,1,1
3242,7397,2,4,1,1,2,2,2,8.8, ,19.49,23.68, ,48.75,58.89,26,36.68, ,46.36,91.04, , , , , ,2,0,1
3546,7401,2,4,1,2,1,1,2, ,.1, ,37.56,43.6,58.61,100.64, ,41.41,44.54,56.45,107.52, , , , ,1,1,1,1
348,7446,2,4,2,2,1,1,2, , , ,35.78,36.68,60.92,81.81, ,34.08,38.07,65.05,112.74, , , , , ,1,0,1
1389,7472,1,4,1,1,3,2,1,9.3, , ,20.98, ,39.89,81.31, ,28.92, ,47.49,92.6, , , , , ,4,0,1
1393,7472,1,4,2,1,2,2,2,4.1, ,12.04,18.98, ,25.04,53.19,15.12,23.16, ,52.37,95.74, , , , , ,2,0,1
6181,7510,2,4,1,2,2,2,2, ,.79,27.52,38.59,44.17,72.32,95.84,35.92,47.4,58.01,91.8,121.19, , , , ,1,2,0,1
6298,7519,2,4,2,2,1,1,1, ,.3,22.03,32.16,32.48,67.26,94.81,24.94,42.4,40.73,70.64,137.4, , , , ,1,1,0,1
7958,7574,1,4,2,1,2,2,2,1.4, ,17.43,29.58,32.85,39.43,55.11,22.57,38.85,35.5,66.96,94.64, , , , , ,2,0,1
8796,7595,2,4,2,2,4,2,2, , ,22.46,35.08, ,56.42,87.77,23.7,42.19, ,88.55,114.46, , , , , ,4,0,1
8812,7596,1,4,1,2,4,2,2, ,1.11,22,55.88, , ,80.46,24.36,38.89, , ,105.27, , , , ,1,4,0,1
10333,7656,1,4,1,1,4,2,2, , ,15.53,27.29, ,48.54,94.13, , , , ,93.6, , , , , ,4,0,1
10569,7673,1,4,1,2,3,1,2,6, ,16.58,26.41, ,54.42,97.4,19.47,26.84, ,62.94,117.95, , , , , ,4,0,1
2310,7813,2,4,2,2,1,1,1,1.4, ,22.52,36.21, ,61.61,101.54,26.34,41.48, ,99.17,112.98, , , , , ,1,1,1
6603,7828,2,4,2,2,3,1,1, ,.19,14.08,27.68, ,42.65,75.28,17.84,23.36, ,53.71,92.49, , , , ,1,4,0,1
6646,7949,1,4,2,2,2,2,2, , ,18.91,24.55, ,35.8,90.2,30.24,31.63, ,53.43,113.81, , , , , ,2,0,1
4298,7975,1,4,1,2,1,1,2, ,1.14,28.73,52.74,28.29,97.39,112.05,34.18,51.37,33.96,81,133.53, , , , ,1,1,1,1
1208,7979,1,4,1,2,1,1,2, ,1.21,28.31,47.51, ,88.12,109.41,37.78,41.57, ,79.29,121.32, , , , ,1,1,1,1
970,7990,2,4,1,2,2,2,1, , ,13.12, ,27.07,37.55,73.02,20.6, ,24.34,35.63,97.97, , , , , ,2,0,1
1499,7996,2,4,1,2,2,2,2, ,.08,36.5,43.33,60.43,62.45,87.51,80.6,83.25,89.77,99.28,118.51, , , , ,1,2,0,1
3057,8007,2,4,1,2,1,1,1, , ,17.78,17.29,23.95,22.86,39.85,22.96,25.78,32.97,43.61,67.59, , , , , ,1,0,1
6465,8041,2,4,2,2,1,1,2, , ,22.36,39.41, ,59.65, ,24.52,40.52, ,68.85, , , , , , ,1, ,1
6785,8052,1,4,2,2,4,2,2, , ,21.8,36.29,41.29,77.31,106.48,37.52,43.07,49.31,109.33,137.25, , , , , ,4,1,1
11749,8102,2,4,2,2,1,1,1,2.6, ,36.82, , , ,102.33,51.17, , , ,129.18, , , , , ,1,1,1
13562,8119,2,4,2,1,3,1,1,2.6, ,30.1,38.51,51.28,55.79,104.18,35.04,38.81,43.73,63.8,119.58, , , , , ,4,1,1
2563,8135,2,4,2,2,3,2,2, , ,12.17,20.63, ,41.87,58.7,15.91,31.35, ,61.77,100.26, , , , , ,4,0,1
8054,8148,2,4,2,2,1,1,2, ,.67, ,34.65,41.06,63.23,80.83, ,53.36,64.75,99.68,112.37, , , , ,1,1,0,1
9184,8149,1,4,1,2,3,1,1, , ,17.78,24.09, ,44.01,80.74, , , ,53.66,91.31, , , , , ,4,0,1
2337,8176,2,4,2,2,1,1,1, , ,18.09,22.59, , ,78.3,20.18,27.27, , ,91.49, , , , , ,1,0,1
12411,8221,2,4,2,2,1,1,2, ,.4,23.59,35.1, ,51.49,96.14,23.42,40.5, ,53.84,114.49, , , , ,1,1,0,1
9512,8223,1,4,1,2,1,1,1, ,.82,23.04,28.43, ,48.07,92.47,26.55,39.46, ,69.52,131.82, , , , ,1,1,0,1
5442,8267,2,4,2,2,1,1,1, ,.03,13.53,17.71, ,24.99,52.12,25.07,26.02, ,53.91,81.65, , , , ,1,1,0,1
8814,8292,1,4,2,2,3,1,1, , ,13.61,16.47,23.04,53.77,63.31, , , , ,61.63, , , , , ,4,0,1
3144,8300,2,4,2,2,2,2,2, ,1.05,51.94,50.36,54.21,77.83,98.65,49.06,62.13,67.24,85.29,116.01, , , , ,1,2,0,1
3466,8367,2,4,2,2,1,1,2, , ,29.33,44.7, ,64.51,106.78,29,39.66, ,88.71,125.4, , , , , ,1,1,1
11851,8434,2,4,1,2,3,1,1, , ,20.94,37.5,42.98,48.32,105.33,30.92,45.55,49.11,69.58,131.72, , , , , ,4,1,1
11623,8526,2,4,2,1,4,2,2,7.2, ,12.7,25.08, ,35.01,88.49, ,29.63, ,59.37,95.08, , , , , ,4,0,1
11487,8528,1,4,1,2,5,2,2, ,.62,39.81,55.78, ,67.41,114.38,32.77,45.62, ,78.38,125.9, , , , ,1,5,1,1
11093,8636,1,4,1,2,1,1,1, ,.06,17.53,35.56,41.93,65.44,99.01,21.03,31.15,39.41,49.78,91.75, , , , ,1,1,0,1
5424,8637,2,4,1,2,5,2,2, ,.46,18.71,19.78, ,60.24, ,28.28,35.89, ,47.01, , , , , ,1,5, ,1
11732,8638,2,4,2,1,4,2,2, ,.16,23.13,33.96,43.58,55.58, ,32.8,38.03,46.64,93.46, , , , , ,1,4, ,1
1186,8641,2,4,1,1,4,2,2, , ,22.97,28.4, ,48.65,95.55,22.68,24.99, ,41.61,115.73, , , , , ,4,0,1
4695,9238,1,4,2,2,1,1,1,7.2, ,16.56,32.48,38.89,51.9,82.1,24.34,34.4,40.72,53.8,85.71, , , , , ,1,0,1
2285,9995,1,4,2,1,2,2,1,5.4, ,23.87,36.94,32.79,73.61, ,25.13,39.32,41.08,79.92, , , , , , ,2, ,1
2340,9995,1,4,1,2,1,1,1, , ,16.15,23.59,33.45,49.82, ,19.18,27.52,37,55.59, , , , , , ,1, ,1
3780,9995,2,4,1,2,1,1,2, , ,24.07,39.78, ,68.1, ,29.9,31.16, ,89.05, , , , , , ,1, ,1
7390,9995,2,4,1,2,1,1,2, , ,27.14,28.87, ,61.38, ,29.97,36.16, ,82.98, , , , , , ,1, ,1
12566,9995,2,4,1,1,3,1,2,6, ,16.33,21.29, ,51.59, , ,29.97, ,45.65, , , , , , ,4, ,1
3005,9997,2,4,1,2,1,1,1,4.1,.15,9.97,16.61,16.68,32.75, ,18.19,27.09,25.13,38.47, , , , , ,1,1, ,1
4775,9997,2,4,2,2,1,1,2, ,.04,27.58,41.45,44.94,61.52, ,35.62,46.11,50.48,70.48, , , , , ,1,1, ,1
4954,9997,1,4,2,2,1,1,1, , ,19.42,37.41, ,50.18, ,20.25,36.57, ,68.41, , , , , , ,1, ,1
5984,9997,1,4,2,2,2,2,2, , , ,23.14,26.58, , , ,30.93,36.56, , , , , , , ,2, ,1
7781,9997,1,4,1,2,2,2,2, , ,17.9,38.02, ,61.68, ,22.8,28.74, ,41.16, , , , , , ,2, ,1
11860,9997,2,4,1,2,2,2,1, ,.16,19.37,40.71,46.46, , ,19.03,41.4,33.78, , , , , , ,1,2, ,1
12322,9997,2,4,2,2,1,1,2, , ,24.09,42.07, ,66.27, ,32.53,47.66, ,68.27, , , , , , ,1, ,1
12534,9997,1,4,1,2,1,1,1, ,.37,22.1,41.28, ,56.24, ,29.18,38.19, ,74.25, , , , , ,1,1, ,1
12907,9997,1,4,2,2,1,1,2, ,1.15,20.31,38.62, ,72.36, ,26.34,33.41, ,75.67, , , , , ,1,1, ,1
12957,9997,2,4,2,2,1,1,1, ,1.08,16.73,31.21, ,47.12, ,26.9,37.04, ,60.98, , , , , ,1,1, ,1
